ID   X             Y             Z              XYZ            Time          Activity
bla -0.15801730752 -0.0341173745692 10.2441902161 0.435465662801 1486374310.22 kalibrering Z 
bla -0.177170932293 -0.0221463665366 10.1867294312 0.378294091962 1486374310.54 kalibrering Z 
bla -0.162805721164 0.0209492649883 10.232219696 0.423536264785 1486374310.78 kalibrering Z 
bla -0.146046310663 -0.01975216344 10.2226428986 0.41370517495 1486374311.07 kalibrering Z 
bla -0.129286885262 -0.00299275200814 10.1963062286 0.387126299278 1486374311.38 kalibrering Z 
bla -0.138863697648 -0.0245405677706 10.2154598236 0.406433074892 1486374311.7 kalibrering Z 
bla -0.162805721164 -0.0245405677706 10.2346134186 0.425937659544 1486374312.02 kalibrering Z 
bla -0.162805721164 -0.00778115540743 10.1723642349 0.363669956176 1486374312.3 kalibrering Z 
bla -0.129286885262 0.0113724581897 10.2681322098 0.458952405625 1486374312.6 kalibrering Z 
bla -0.150834709406 -0.014963760972 10.251373291 0.442493812505 1486374312.91 kalibrering Z 
bla -0.141257897019 0.0281318705529 10.2417964935 0.432809214786 1486374313.21 kalibrering Z 
bla -0.153228908777 -0.0389057770371 10.1963062286 0.387531734009 1486374313.6 kalibrering Z 
bla -0.15801730752 0.0305260717869 10.2178544998 0.4091218747 1486374313.81 kalibrering Z 
bla -0.100556470454 -0.0221463665366 10.2346134186 0.425131356903 1486374314.14 kalibrering Z 
bla -0.12689268589 -0.0101753575727 10.2346134186 0.425405078422 1486374314.42 kalibrering Z 
bla -0.150834709406 0.0161608606577 10.2082777023 0.399404778482 1486374314.73 kalibrering Z 
bla -0.15801730752 0.0209492649883 10.1771526337 0.368400860161 1486374315.01 kalibrering Z 
bla -0.129286885262 -0.01975216344 10.2226428986 0.41347949957 1486374315.31 kalibrering Z 
bla -0.160411506891 -0.0389057770371 10.2106714249 0.402005506148 1486374315.62 kalibrering Z 
bla -0.124498486519 0.0113724581897 10.1987009048 0.389467111201 1486374315.95 kalibrering Z 
bla -0.162805721164 -0.017357962206 10.1723642349 0.363681788304 1486374316.23 kalibrering Z 
bla -0.148440510035 0.00418985309079 10.1939125061 0.384994081508 1486374316.53 kalibrering Z 
bla -0.148440510035 -0.0484825856984 10.2298250198 0.421016815674 1486374316.84 kalibrering Z 
bla -0.143652096391 -0.0221463665366 10.2202482224 0.411281725538 1486374317.15 kalibrering Z 
bla -0.12689268589 -0.0365115776658 10.1987009048 0.389555627357 1486374317.44 kalibrering Z 
bla -0.138863697648 -0.0221463665366 10.232219696 0.423185891803 1486374317.75 kalibrering Z 
bla -0.15801730752 -0.055665191263 10.2106714249 0.40204578082 1486374318.08 kalibrering Z 
bla -0.122104287148 -0.017357962206 10.232219696 0.422962946475 1486374318.35 kalibrering Z 
bla -0.114921681583 -0.01975216344 10.1795473099 0.370215153662 1486374318.65 kalibrering Z 
bla -0.165199920535 -0.0436941795051 10.270526886 0.461948340545 1486374318.95 kalibrering Z 
bla -0.129286885262 -0.0221463665366 10.2489786148 0.439817959702 1486374319.29 kalibrering Z 
bla -0.160411506891 -0.014963760972 10.1939125061 0.385185527874 1486374319.55 kalibrering Z 
bla -0.124498486519 -0.0341173745692 10.2058830261 0.396699378903 1486374319.85 kalibrering Z 
bla -0.148440510035 0.0305260717869 10.2274312973 0.418554021323 1486374320.19 kalibrering Z 
bla -0.143652096391 -0.01975216344 10.263343811 0.454368088503 1486374320.46 kalibrering Z 
bla -0.138863697648 0.0161608606577 10.2106714249 0.40162843265 1486374320.8 kalibrering Z 
bla -0.141257897019 -0.000598550424911 10.1819410324 0.372920864821 1486374321.09 kalibrering Z 
bla -0.134075298905 -0.0269347690046 10.2250366211 0.415951083898 1486374321.38 kalibrering Z 
bla -0.165199920535 -0.00778115540743 10.15321064 0.344557492052 1486374321.69 kalibrering Z 
bla -0.155623108149 -0.00299275200814 10.2202482224 0.411433423685 1486374322.0 kalibrering Z 
bla -0.134075298905 -0.0293289702386 10.2178544998 0.408776196478 1486374322.3 kalibrering Z 
bla -0.143652096391 -0.0245405677706 10.2417964935 0.432833278891 1486374322.59 kalibrering Z 
bla -0.12689268589 -0.000598550424911 10.15321064 0.344003565651 1486374322.95 kalibrering Z 
bla -0.162805721164 -0.017357962206 10.2178544998 0.409166188155 1486374323.21 kalibrering Z 
bla -0.162805721164 -0.0293289702386 10.1795473099 0.370891381669 1486374323.52 kalibrering Z 
bla -0.155623108149 -0.0436941795051 10.2609500885 0.452223172969 1486374323.85 kalibrering Z 
bla -0.146046310663 0.0185550637543 10.2729206085 0.463975454721 1486374324.16 kalibrering Z 
bla -0.167594119906 -0.0460883826017 10.1939125061 0.385394259671 1486374324.44 kalibrering Z 
bla -0.153228908777 0.0161608606577 10.1699705124 0.361137620482 1486374324.75 kalibrering Z 
bla -0.160411506891 -0.00299275200814 10.1963062286 0.387568411943 1486374325.04 kalibrering Z 
bla -0.131681099534 -0.00299275200814 10.2106714249 0.401520935449 1486374325.36 kalibrering Z 
bla -0.146046310663 -0.00538695370778 10.2417964935 0.432839155186 1486374325.66 kalibrering Z 
bla -0.146046310663 -0.0101753575727 10.2082777023 0.399327436745 1486374325.97 kalibrering Z 
bla -0.17477671802 -0.0628477931023 10.2226428986 0.414330030752 1486374326.3 kalibrering Z 
bla -0.162805721164 -0.0460883826017 10.2346134186 0.426012000267 1486374326.55 kalibrering Z 
bla -0.134075298905 -0.0125695588067 10.2441902161 0.435075273637 1486374326.87 kalibrering Z 
bla -0.177170932293 0.00897825602442 10.263343811 0.454876829843 1486374327.19 kalibrering Z 
bla -0.117315880954 -0.0245405677706 10.1675758362 0.35828223644 1486374327.48 kalibrering Z 
bla -0.167594119906 -0.0101753575727 10.2681322098 0.459504876303 1486374327.79 kalibrering Z 
bla -0.169988319278 0.0281318705529 10.1484222412 0.3398847982 1486374328.07 kalibrering Z 
bla -0.155623108149 0.0113724581897 10.1939125061 0.385106672649 1486374328.4 kalibrering Z 
bla -0.119710087776 -0.000598550424911 10.2274312973 0.418131882432 1486374328.7 kalibrering Z 
bla -0.138863697648 -0.0317231714725 10.2298250198 0.420816654725 1486374329.0 kalibrering Z 
bla -0.112527482212 -0.0245405677706 10.2082777023 0.398927383503 1486374329.3 kalibrering Z 
bla -0.146046310663 0.0113724581897 10.1915178299 0.382570555789 1486374329.6 kalibrering Z 
bla -0.119710087776 -0.01975216344 10.2130661011 0.403786753109 1486374329.93 kalibrering Z 
bla -0.12689268589 -0.017357962206 10.2585554123 0.449354862742 1486374330.25 kalibrering Z 
bla -0.169988319278 0.00658405479044 10.1867294312 0.378149777166 1486374330.51 kalibrering Z 
bla -0.124498486519 -0.00538695370778 10.2441902161 0.43494812458 1486374330.89 kalibrering Z 
bla -0.153228908777 0.0353144742548 10.2537670135 0.444972656167 1486374331.15 kalibrering Z 
bla -0.12689268589 0.0161608606577 10.1891241074 0.379927036164 1486374331.44 kalibrering Z 
bla -0.177170932293 -0.0125695588067 10.1963062286 0.387853119221 1486374331.73 kalibrering Z 
bla -0.17477671802 -0.0532709881663 10.1987009048 0.390337486861 1486374332.07 kalibrering Z 
bla -0.160411506891 -0.0365115776658 10.1699705124 0.361301055899 1486374332.34 kalibrering Z 
bla -0.172382518649 -0.0293289702386 10.1819410324 0.373442399734 1486374332.66 kalibrering Z 
